international conference of the ieee engineering in medicine and biology society,Marianela Mendoza
open source systems,Claudia Patricia Serrano Ruíz
open source systems,William N. Robinson
It Professional,Peter Duchessi
It Professional,Saggi Nevo
It Professional,InduShobha N. Chengalur-Smith
IEEE Transactions on Geoscience and Remote Sensing,Dino Giuli
IEEE Transactions on Geoscience and Remote Sensing,Luca Facheris
IEEE Transactions on Geoscience and Remote Sensing,Simone Tanelli
world congress on engineering,Mohammad Taheri
world congress on engineering,Reza Boostani
parallel, distributed and network-based processing,Hamza Ouarnoughi
parallel, distributed and network-based processing,Jalil Boukhobza
parallel, distributed and network-based processing,Frank Singhoff
parallel, distributed and network-based processing,Stéphane Rubini
ACM Sigmis Database,Ann M. Hickey
ACM Sigmis Database,Douglas L. Dean
ACM Sigmis Database,Jay F. Nunamaker
testbeds and research infrastructures for the development of networks and communities,Jose M. Jimenez
testbeds and research infrastructures for the development of networks and communities,Jaime Lloret
testbeds and research infrastructures for the development of networks and communities,Juan R. Diaz
testbeds and research infrastructures for the development of networks and communities,Raquel Lacuesta
Mathematical and Computer Modelling,Masood Khan
Mathematical and Computer Modelling,Sohail Nadeem
Mathematical and Computer Modelling,T. Hayat
Mathematical and Computer Modelling,A. M. Siddiqui
acm multimedia,Maria Eskevich
acm multimedia,Huynh Nguyen
acm multimedia,Mathilde Sahuguet
acm multimedia,Benoit Huet
international conference on computer graphics theory and applications,Seyedmorteza Mostajabodaveh
international conference on computer graphics theory and applications,Andreas Dietrich
international conference on computer graphics theory and applications,Thomas Gierlinger
international conference on computer graphics theory and applications,Frank Michel
international conference on computer graphics theory and applications,André Stork
ACM Transactions on Computational Logic,Xiaoping Chen
ACM Transactions on Computational Logic,Jianmin Ji
ACM Transactions on Computational Logic,Fangzhen Lin
IEICE Electronics Express,Yen-Ting Pan
IEICE Electronics Express,San-Liang Lee
IEICE Electronics Express,Der-Yuh Lin
IEICE Electronics Express,Jiun-De Wu
IEEE Transactions on Intelligent Transportation Systems,Luis Unzueta
IEEE Transactions on Intelligent Transportation Systems,Marcos Nieto
IEEE Transactions on Intelligent Transportation Systems,Andoni Cortés
IEEE Transactions on Intelligent Transportation Systems,Javier Barandiarán
IEEE Transactions on Intelligent Transportation Systems,Oihana Otaegui
IEEE Transactions on Intelligent Transportation Systems,Pedro J. Sánchez
international conference on agents and artificial intelligence,Andrea Romei
international conference on agents and artificial intelligence,Franco Turini
research in computational molecular biology,Fabio Vandin
research in computational molecular biology,Alexandra Papoutsaki
research in computational molecular biology,Benjamin J. Raphael
research in computational molecular biology,Eli Upfal
International Journal of Services Technology and Management,Mercedes Rodríguez
International Journal of Services Technology and Management,José Camacho
asia and south pacific design automation conference,Tong Xiao
asia and south pacific design automation conference,Malgorzata Marek-Sadowska
Nucleic Acids Research,Z. B. Zhang
Nucleic Acids Research,Tie Shen
Nucleic Acids Research,Bin Rui
Nucleic Acids Research,Wenwei Zhou
Nucleic Acids Research,Xiangfei Zhou
Nucleic Acids Research,Chuanyu Shang
Nucleic Acids Research,Chenwei Xin
Nucleic Acids Research,Xiaoguang Liu
Nucleic Acids Research,Gang Li
Nucleic Acids Research,Jiansi Jiang
Nucleic Acids Research,Chao Li
Nucleic Acids Research,Ruiyuan Li
Nucleic Acids Research,Mengshu Han
Nucleic Acids Research,Shanping You
Nucleic Acids Research,Guojun Yu
Nucleic Acids Research,Yin Yi
Nucleic Acids Research,Han Wen
Nucleic Acids Research,Zhijie Liu
Nucleic Acids Research,Xiaoyao Xie
Concurrency and Computation: Practice and Experience,Pedro Alonso
Concurrency and Computation: Practice and Experience,Manuel F. Dolz
Concurrency and Computation: Practice and Experience,Rafael Mayo
Concurrency and Computation: Practice and Experience,Enrique S. Quintana-Ortí
The Journal of Supercomputing,Hamid R. Arabnia
The Journal of Supercomputing,Suchendra M. Bhandarkar
local computer networks,Jia Wang
local computer networks,Srinivasan Keshav
Journal of Symbolic Logic,Evangelos Kranakis
international conference on formal methods and models for co design,Brian Bailey
emerging technologies and factory automation,Ch. Antonopoulos
emerging technologies and factory automation,Vassilis Kapsalis
emerging technologies and factory automation,Loukas Hadellis
Annals of Pure and Applied Logic,Rodney G. Downey
Annals of Pure and Applied Logic,Leo Harrington
symposium on cloud computing,Hongjiang Song
symposium on cloud computing,Zhijian Lu
symposium on cloud computing,Tao Luo
symposium on cloud computing,Jennifer Blain Christen
symposium on cloud computing,Hongyi Wang
International Journal of Computer Aided Engineering and Technology,Wing Keung To
International Journal of Computer Aided Engineering and Technology,Gavin Paul
International Journal of Computer Aided Engineering and Technology,Ngai Ming Kwok
International Journal of Computer Aided Engineering and Technology,Dikai Liu
conference on decision and control,Istvan Gozse
conference on decision and control,Tamás Luspay
conference on decision and control,Tamas Peni
conference on decision and control,Zoltán Szabó
conference on decision and control,Bálint Vanek
ieee international conference on high performance computing data and analytics,Renata Slota
ieee international conference on high performance computing data and analytics,Harald Kosch
ieee international conference on high performance computing data and analytics,Darin Nikolow
ieee international conference on high performance computing data and analytics,Marek Pogoda
ieee international conference on high performance computing data and analytics,Klaus Breidler
ieee international conference on high performance computing data and analytics,Stefan Podlipnig
Computer Methods and Programs in Biomedicine,Sara Keretna
Computer Methods and Programs in Biomedicine,Chee Peng Lim
Computer Methods and Programs in Biomedicine,Douglas C. Creighton
Computer Methods and Programs in Biomedicine,Khaled Bashir Shaban
NeuroRehabilitation,Angelo Michele Gargantini
NeuroRehabilitation,Giancarlo Facoetti
NeuroRehabilitation,Andrea Vitali
IEEE Transactions on Robotics,Young June Shin
IEEE Transactions on Robotics,Ho Ju Lee
IEEE Transactions on Robotics,Kyung-Soo Kim
IEEE Transactions on Robotics,Soohyun Kim
BMC Bioinformatics,Nicholas A. Hamilton
BMC Bioinformatics,Jack Wang
BMC Bioinformatics,Markus C. Kerr
BMC Bioinformatics,Rohan D. Teasdale
Journal of Intelligent Information Systems,Yutaka Deguchi
Journal of Intelligent Information Systems,Daisuke Takayama
Journal of Intelligent Information Systems,Shigeru Takano
Journal of Intelligent Information Systems,Vasile-Marian Scuturici
Journal of Intelligent Information Systems,Jean-Marc Petit
Journal of Intelligent Information Systems,Einoshin Suzuki
IEICE Transactions on Electronics,Gazi Mohammad Sharif
IEICE Transactions on Electronics,Quang Nguyen-The
IEICE Transactions on Electronics,Motoharu Matsuura
IEICE Transactions on Electronics,Naoto Kishi
pacific asia conference on information systems,Milind Sathye
pacific asia conference on information systems,Biman Prasad
pacific asia conference on information systems,Dharmendra Sharma
pacific asia conference on information systems,Parmendra Sharma
pacific asia conference on information systems,Suneeta Sathye
international professional communication conference,Benjamin Lauren
adaptive agents and multi-agents systems,Gonçalo Duarte Garcia Pereira
adaptive agents and multi-agents systems,Rui Prada
adaptive agents and multi-agents systems,Pedro Alexandre Santos
Mobile Networks and Applications,Liang Dai
Mobile Networks and Applications,Yuan Xue
Mobile Networks and Applications,Bin Chang
Mobile Networks and Applications,Yanchuan Cao
Mobile Networks and Applications,Yi Cui
software engineering, artificial intelligence, networking and parallel/distributed computing,Somchai Chatvichienchai
software engineering, artificial intelligence, networking and parallel/distributed computing,Katsumi Tanaka
Mobile Networks and Applications,Ghalib A. Shah
Mobile Networks and Applications,Ozgur B. Akan
global communications conference,Ayman Assra
global communications conference,Walaa Hamouda
global communications conference,Amr M. Youssef
Foundations and Trends in Technology, Information and Operations Management,Roger E. Bohn
technical symposium on computer science education,Donald H. House
technical symposium on computer science education,David Levine
international conference on pattern recognition,Tzu-Yang Chen
international conference on pattern recognition,Min-Yu Wu
international conference on pattern recognition,Yu-Hsun Hsieh
international conference on pattern recognition,Li-Chen Fu
Software - Practice and Experience,Jung Woo Kim
Software - Practice and Experience,Jungjoo Seo
Software - Practice and Experience,Jin Hong
Software - Practice and Experience,Kunsoo Park
Software - Practice and Experience,Sung-Ryul Kim
Journal of the ACM,Alberto O. Mendelzon
ambient intelligence,Kazuki Hayashida
ambient intelligence,Jae Hoon Lee
ambient intelligence,Shingo Okamoto
international conference on data mining,Hanghang Tong
international conference on data mining,B. Aditya Prakash
international conference on data mining,Charalampos E. Tsourakakis
international conference on data mining,Tina Eliassi-Rad
international conference on data mining,Christos Faloutsos
international conference on data mining,Duen Horng Chau
predictive models in software engineering,David Bowes
predictive models in software engineering,Tracy Hall
predictive models in software engineering,Jean Petrić
collaboration technologies and systems,Kristin E. Schaefer
collaboration technologies and systems,Ralph Brewer
collaboration technologies and systems,Joe Putney
collaboration technologies and systems,Edward Mottern
collaboration technologies and systems,Jeffrey Barghout
collaboration technologies and systems,Edward R. Straub
international conference on computational linguistics,Shlomo Argamon
international conference on computational linguistics,Navot Akiva
international conference on computational linguistics,Amihood Amir
international conference on computational linguistics,Oren Kapah
principles of knowledge representation and reasoning,Hartmut Freitag
principles of knowledge representation and reasoning,Gerhard Friedrich
European Journal of Operational Research,Meral Azizoglu
European Journal of Operational Research,Omer Kirca
computer vision and pattern recognition,A.R. Rao
computer vision and pattern recognition,Brian G. Schunck
mobile data management,Tommy Szalapski
mobile data management,Sanjay Kumar Madria
Computing,V. M. Veselinov
international symposium on neural networks,Nan Wang
international symposium on neural networks,Xueqiang Gu
international symposium on neural networks,Jing Chen
international symposium on neural networks,Lincheng Shen
international symposium on neural networks,Min Ren
Complexity,Alvin M. Saperstein
computer based medical systems,Pippa S. Loupe
computer based medical systems,Rachel Freeman
computer based medical systems,Jerzy W. Grzymala-Busse
computer based medical systems,Stephen R. Schroeder
IEEE Transactions on Parallel and Distributed Systems,Vijay Kumar
defect and fault tolerance in vlsi and nanotechnology systems,Jayabrata Ghosh-Dastidar
defect and fault tolerance in vlsi and nanotechnology systems,Nur A. Touba
international conference on computational science and its applications,Massimiliano Petri
international conference on computational science and its applications,Alessandra Lapucci
international conference on computational science and its applications,Diana Poletti
international conference on embedded networked sensor systems,Barry Porter
international conference on embedded networked sensor systems,Utz Roedig
international conference on embedded networked sensor systems,François Taïani
international conference on embedded networked sensor systems,Geoffrey Coulson
distributed computing in sensor systems,Wanli Yu
distributed computing in sensor systems,Yanqiu Huang
distributed computing in sensor systems,Alberto Garcia-Ortiz
Journal of Computer-aided Molecular Design,Tuan A. Pham
Journal of Computer-aided Molecular Design,Ajay N. Jain
global communications conference,Nirmala Shenoy
global communications conference,Yin Pan
global communications conference,Darren A. Narayan
global communications conference,David S. Ross
global communications conference,Carl V. Lutzer
IEEE Transactions on Robotics,Pawel Malysz
IEEE Transactions on Robotics,Shahin Sirouspour
IEEE Transactions on Industrial Electronics,Ismail Bayezit
IEEE Transactions on Industrial Electronics,Baris Fidan
Neurocomputing,Tairen Sun
Neurocomputing,Hailong Pei
Neurocomputing,Yongping Pan
Neurocomputing,Caihong Zhang
Environmental Modelling and Software,B. Timbal
Environmental Modelling and Software,Elodie Fernandez
Environmental Modelling and Software,Z. Li
international conference on machine learning and applications,Ruth White
international conference on machine learning and applications,William S. Harwin
international conference on machine learning and applications,William Holderbaum
international conference on machine learning and applications,Laura Johnson
international symposium on information theory and its applications,Seyed Ali Saberali
international symposium on information theory and its applications,Norman C. Beaulieu
Theoretical Computer Science,Rocco De Nicola
Theoretical Computer Science,Daniele Gorla
Theoretical Computer Science,Rosario Pugliese
arXiv: Computer Science and Game Theory,Aviad Rubinstein
arXiv: Computer Science and Game Theory,S. Matthew Weinberg
The Journal of Object Technology,Jason O. Hallstrom
The Journal of Object Technology,Nigamanth Sridhar
The Journal of Object Technology,Paolo A. G. Sivilotti
The Journal of Object Technology,Anish Arora
The Journal of Object Technology,William Leal
international conference on software engineering,Margaret M. Burnett
field-programmable technology,Dustin Peterson
field-programmable technology,Oliver Bringmann
field-programmable technology,Thomas Schweizer
field-programmable technology,Wolfgang Rosenstiel
Bioinformatics,David Salgado
Bioinformatics,Gregory Gimenez
Bioinformatics,François Coulier
Bioinformatics,Christophe Marcelle
IET Software,C. S. Gall
IET Software,Stacy K. Lukins
IET Software,Letha H. Etzkorn
IET Software,Sampson Gholston
IET Software,Phillip A. Farrington
IET Software,Dawn R. Utley
IET Software,Julie Fortune
IET Software,Shamsnaz Virani
Numerische Mathematik,Froilán M. Dopico
Numerische Mathematik,Plamen Koev
international world wide web conferences,Sweitze Roffel
ambient intelligence,Xiaoqing Tan
ambient intelligence,Xiaoqian Zhang
ambient intelligence,Jin Li
IEICE Electronics Express,Sungjae Lee
IEICE Electronics Express,Jinku Kang
IEICE Electronics Express,In-Hwan Lee
Applied Mathematics and Computation,J. M. Soriano
SIAM Journal on Computing,Edward M. Reingold
neural information processing systems,Anna Choromanska
neural information processing systems,John Langford
international conference on web information systems and technologies,Ileana Hamburg
Telematics and Informatics,Jia Lu
Telematics and Informatics,Ian Weber
asia information retrieval symposium,Jingfei Li
asia information retrieval symposium,Dawei Song
asia information retrieval symposium,Peng Zhang
asia information retrieval symposium,Ji-Rong Wen
asia information retrieval symposium,Zhicheng Dou
International Journal of Digital Earth,Camille Bernard
International Journal of Digital Earth,Marlène Villanova-Oliver
International Journal of Digital Earth,Jérôme Gensel
International Journal of Digital Earth,Benoit Le Rubrus
IEEE Transactions on Broadcasting,Jung-Chieh Chen
IEEE Transactions on Broadcasting,Min-Han Chiu
IEEE Transactions on Broadcasting,Yi-Syun Yang
IEEE Transactions on Broadcasting,Chih-Peng Li
Theoretical Computer Science,Jun Yuan
Theoretical Computer Science,Aixia Liu
Theoretical Computer Science,Xiao Qin
Theoretical Computer Science,Jifu Zhang
Theoretical Computer Science,Jing Li
Optimization Methods & Software,João M. Natali
Optimization Methods & Software,José Marcelino de Rezende Pinto
european conference on information systems,Kim Johnston
european conference on information systems,Philip Yetton
international geoscience and remote sensing symposium,Nicolas Pinel
international geoscience and remote sensing symposium,Christophe Bourlier
Communications of The ACM,Harry D. Huskey
Cognition, Technology & Work,Alladi Venkatesh
Cognition, Technology & Work,Erik Kruse
Cognition, Technology & Work,Eric Chuan-Fong Shih
international conference on computational science and its applications,Muhammad Abdul Basit Ur Rahim
international conference on computational science and its applications,Fahim Arif
international conference on computational science and its applications,Jamil Ahmad
intelligent data engineering and automated learning,Roberto Gil-Pita
intelligent data engineering and automated learning,Xin Yao
IEEE Transactions on Signal Processing,Benjamin Friedlander
IEEE Transactions on Signal Processing,Joseph M. Francos
IEEE Transactions on Industrial Electronics,Ya-Fu Peng
IEEE Transactions on Industrial Electronics,Rong-Jong Wai
IEEE Transactions on Industrial Electronics,Chih-Min Lin
vision modeling and visualization,Elan Pavlov
vision modeling and visualization,Moshe Luzon
vision modeling and visualization,Michel Bercovier
international parallel and distributed processing symposium,Xinliang Wang
international parallel and distributed processing symposium,Wei Xue
international parallel and distributed processing symposium,Jidong Zhai
international parallel and distributed processing symposium,Yangtong Xu
international parallel and distributed processing symposium,Weimin Zheng
international parallel and distributed processing symposium,Hai Xiang Lin
international conference on data engineering,Luciano Barbosa
international conference on data engineering,Juliana Freire
international conference on data engineering,Altigran Soares da Silva
symposium on principles of database systems,H. V. Jagadish
symposium on principles of database systems,Raymond T. Ng
symposium on principles of database systems,Divesh Srivastava
intelligent data engineering and automated learning,Sun Park
ACM Transactions on Algorithms,Moran Feldman
granular computing,Mazen El-Sayed
granular computing,Daniel Pacholczyk
Proceedings of the IEEE,Julien Bruneau
Proceedings of the IEEE,Wilfried Jouve
Proceedings of the IEEE,Charles Consel
international joint conference on artificial intelligence,Koichi Yamada
international joint conference on artificial intelligence,Yahachiro Tsukamoto
international joint conference on artificial intelligence,Toshiro Terano
international solid-state circuits conference,Anton Bakker
international solid-state circuits conference,Yuan Gao
international conference on human computer interaction,Hannu Vanharanta
international conference on human computer interaction,Jussi Kantola
international conference on human computer interaction,Waldemar Karwowski
international conference on acoustics, speech, and signal processing,Emil Björnson
international conference on acoustics, speech, and signal processing,Michail Matthaiou
international conference on acoustics, speech, and signal processing,Merouane Debbah
international conference on robotics and automation,Stephen Cameron
international joint conference on natural language processing,Kanika Narang
international joint conference on natural language processing,Seema Nagar
international joint conference on natural language processing,Sameep Mehta
international joint conference on natural language processing,L. V. Subramaniam
international joint conference on natural language processing,Kuntal Dey
IEEE\/ACM Transactions on Networking,Sung-hark Chung
IEEE\/ACM Transactions on Networking,Hu-gon Kim
IEEE\/ACM Transactions on Networking,Yongseok Yoon
IEEE\/ACM Transactions on Networking,Dong-Wan Tcha
Discrete Mathematics,Kenneth P. Bogart
Discrete Mathematics,Garth Isaak
italian information retrieval workshop,Giambattista Amati
italian information retrieval workshop,Giuseppe Amodeo
italian information retrieval workshop,Valerio Capozio
italian information retrieval workshop,Carlo Gaibisso
italian information retrieval workshop,Giorgio Gambosi
IEEE Transactions on Circuits and Systems I-regular Papers,Hamed Molla-Ahmadian
IEEE Transactions on Circuits and Systems I-regular Papers,Ali Karimpour
IEEE Transactions on Circuits and Systems I-regular Papers,Naser Pariz
IEEE Transactions on Circuits and Systems I-regular Papers,Farzad Tahami
Wireless Sensor Network,A. B. M. Alim Al Islam
Wireless Sensor Network,Chowdhury Sayeed Hyder
Wireless Sensor Network,Humayun Kabir
Wireless Sensor Network,Mahmuda Naznin
IEEE Transactions on Software Engineering,James M. Bieman
IEEE Transactions on Software Engineering,Byung-Kyoo Kang
IEEE Journal on Selected Areas in Communications,Hiroshi Fukinuki
IEEE Journal on Selected Areas in Communications,Takeshi Ito
IEEE Journal on Selected Areas in Communications,M. Aiki
IEEE Journal on Selected Areas in Communications,Yoshihiro Hayashi
Mathematics of Operations Research,Monique Laurent
Intercultural Education,Marieke Quant
Intercultural Education,Peter Borm
Intercultural Education,J.H. Reijnierse
Intercultural Education,Susan van Velzen
Robotics and Autonomous Systems,Fernando Caballero
Robotics and Autonomous Systems,Luis Merino
Robotics and Autonomous Systems,Pablo Gil
Robotics and Autonomous Systems,Ivan Maza
Robotics and Autonomous Systems,Aníbal Ollero
IEEE Transactions on Signal Processing,Zvika Ben-Haim
IEEE Transactions on Signal Processing,Yonina C. Eldar
Journal of Symbolic Computation,Elisabetta Fortuna
Journal of Symbolic Computation,Patrizia M. Gianni
Journal of Symbolic Computation,Barry M. Trager
Procesamiento Del Lenguaje Natural,Fernando Samuel Peregrino
Procesamiento Del Lenguaje Natural,David Tomás
Procesamiento Del Lenguaje Natural,Fernando Llopis
Kybernetika,Miroslav Kárný
Kybernetika,Martin Šámal
discrete geometry for computer imagery,Angel Rodríguez
discrete geometry for computer imagery,José Miguel Espadero
discrete geometry for computer imagery,Domingo López
discrete geometry for computer imagery,Luis Pastor
international conference on distributed computing and internet technology,Srimoyee Bhattacherjee
international conference on distributed computing and internet technology,Uttiya Sarkar
international conference on distributed computing and internet technology,Sunirmal Khatua
international conference on distributed computing and internet technology,Sarbani Roy
Wireless Personal Communications,Bing Fang
Wireless Personal Communications,Zuping Qian
Wireless Personal Communications,Wei Shao
Wireless Personal Communications,Wei Zhong
genetic and evolutionary computation conference,Sen Han
Ai & Society,Richard Ennals
Theoretical Computer Science,M. D. Atkinson
Theoretical Computer Science,Mike Livesey
Theoretical Computer Science,D. Tulley
Information Systems Frontiers,Leonard Barolli
Information Systems Frontiers,Akio Koyama
Information Systems Frontiers,Arjan Durresi
Information Systems Frontiers,Giuseppe De Marco
Journal of Network and Computer Applications,Kenneth M. Anderson
Journal of Network and Computer Applications,Susanne A. Sherba
Journal of Network and Computer Applications,William Van Lepthien
IEEE Transactions on Knowledge and Data Engineering,Degang Chen
IEEE Transactions on Knowledge and Data Engineering,Suyun Zhao
IEEE Transactions on Knowledge and Data Engineering,Lei Zhang
IEEE Transactions on Knowledge and Data Engineering,Yongping Yang
IEEE Transactions on Knowledge and Data Engineering,Xiao Zhang
international symposium on neural networks,Enrique Guzmán
international symposium on neural networks,Ofelia M. C. Jiménez
international symposium on neural networks,Alejandro D. Pérez
international symposium on neural networks,Oleksiy Pogrebnyak
Computers in Human Behavior,Myungsuh Lim
Computers in Human Behavior,Yoon Yang
IEEE Transactions on Circuits and Systems Ii-express Briefs,Youngil Kim
IEEE Transactions on Circuits and Systems Ii-express Briefs,Sang-Sun Lee
international conference on robotics and automation,Roland Philippsen
international conference on robotics and automation,Roland Siegwart
IEEE Transactions on Signal Processing,Matthew R. James
IEEE Transactions on Signal Processing,Ian R. Petersen
Complex Systems,Ramón Alonso-Sanz
international conference on communications,Sinan Gezici
international conference on communications,Andreas F. Molisch
international conference on communications,Hisashi Kobayashi
international conference on communications,H. Vincent Poor
applications and theory of petri nets,Hiroshi Matsuno
applications and theory of petri nets,Sachie Fujita
applications and theory of petri nets,Atsushi Doi
applications and theory of petri nets,Masao Nagasaki
applications and theory of petri nets,Satoru Miyano
international conference on web services,Marco Anisetti
international conference on web services,Claudio Agostino Ardagna
international conference on web services,Ernesto Damiani
IEEE Transactions on Aerospace and Electronic Systems,Peter J. Kajenski
Journal of Advanced Computational Intelligence and Intelligent Informatics,Yukinobu Hoshino
Journal of Advanced Computational Intelligence and Intelligent Informatics,Katsuari Kamei
information and communication technologies and development,Zelalem Regassa
information and communication technologies and development,Julian M. Bass
information and communication technologies and development,Dida Midekso
Journal of Graphics Tools,Herwin van Welbergen
Journal of Graphics Tools,Job Zwiers
Journal of Graphics Tools,Zsófia Ruttkay
Fundamenta Informaticae,Hans Zantema
hawaii international conference on system sciences,Dennis Heimbigner
computational intelligence in bioinformatics and computational biology,Kuo-Chen Li
computational intelligence in bioinformatics and computational biology,Dar-Jen Chang
computational intelligence in bioinformatics and computational biology,Eric C. Rouchka
computational intelligence in bioinformatics and computational biology,Yuan Yan Chen
international symposium on signal processing and information technology,Satish Lokkoju
international symposium on signal processing and information technology,Dinesh Reddy
wired wireless internet communications,Yimeng Yang
wired wireless internet communications,Geert J. Heijenk
wired wireless internet communications,Boudewijn R. Haverkort
acm multimedia,Shih-Yao Lin
acm multimedia,Chuen-Kai Shie
acm multimedia,Shen-Chi Chen
acm multimedia,Yi-Ping Hung
IEEE Signal Processing Letters,Soumitro Chakrabarty
IEEE Signal Processing Letters,Emanuel A. P. Habets
Journal of Robotics,Yuquan Leng
Journal of Robotics,Yang Zhang
Journal of Robotics,Xu He
Journal of Robotics,Wei Zhang
Journal of Robotics,Haitao Luo
Journal of Robotics,Weijia Zhou
Integrated Computer-aided Engineering,M. Martínez-Ballesteros
Integrated Computer-aided Engineering,Jaume Bacardit
Integrated Computer-aided Engineering,Alicia Troncoso
Integrated Computer-aided Engineering,José C. Riquelme
conference on decision and control,Eduardo Montijano
conference on decision and control,Attilio Priolo
conference on decision and control,Andrea Gasparri
conference on decision and control,Carlos Sagüés
very large data bases,B. Aditya Prakash
very large data bases,Christos Faloutsos
International Journal of Geographical Information Science,Ashok Samal
International Journal of Geographical Information Science,Sharad C. Seth
International Journal of Geographical Information Science,Kevin Cueto
Remote Sensing,Allen Pope
Remote Sensing,W. G. Rees
Remote Sensing,Adrian J. Fox
Remote Sensing,Andrew H. Fleming
IEEE Transactions on Neural Networks,Stan Z. Li
international conference on cloud computing,Qinghong Yang
international conference on cloud computing,Xiangquan Hu
international conference on cloud computing,Zhichao Cheng
international conference on cloud computing,Kang Miao
international conference on cloud computing,Xiaohong Zheng
international conference on acoustics, speech, and signal processing,Eduardo Abreu
international conference on acoustics, speech, and signal processing,Sanjit K. Mitra
ieee international conference on cloud computing technology and science,Md. Ashfakul Islam
ieee international conference on cloud computing technology and science,Susan V. Vrbsky
international world wide web conferences,Rob Ennals
international world wide web conferences,Beth Trushkowsky
international world wide web conferences,John Mark Agosta
international conference on networks,António Betâmio de Almeida
international conference on networks,C. C. Belo
quantitative evaluation of systems,Vinodh Venkatesan
quantitative evaluation of systems,Ilias Iliadis
IEEE Transactions on Multimedia,Stefano Berretti
IEEE Transactions on Multimedia,A. Del Bimbo
IEEE Transactions on Multimedia,P. Pala
neural information processing systems,Sumio Watanabe
Journal of Chemical Information and Modeling,Mikko J. Vainio
Journal of Chemical Information and Modeling,Mark S. Johnson
Journal of Computers,Hongmei Shi
Journal of Computers,Han Dong
Journal of Computers,Lingyu Xu
Journal of Computers,Cuicui Song
Journal of Computers,Fei Zhong
Journal of Computers,Ruidan Su
Computers & Mathematics With Applications,Huanmin Yao
Computers & Mathematics With Applications,Minggen Cui
international symposium on biomedical imaging,Michael Bromberger
international symposium on biomedical imaging,Pascal Bastian
international symposium on biomedical imaging,Jan-Philip Bergeest
international symposium on biomedical imaging,Christian Conrad
international symposium on biomedical imaging,Vincent Heuveline
international symposium on biomedical imaging,Karl Rohr
international symposium on biomedical imaging,Wolfgang Karl
European Journal of Operational Research,Alan Olinsky
European Journal of Operational Research,Shaw K. Chen
European Journal of Operational Research,Lisa L. Harlow
Journal of Biomedical Informatics,Ning Kang
Journal of Biomedical Informatics,Zubair Afzal
Journal of Biomedical Informatics,Bharat Singh
Journal of Biomedical Informatics,Erik M. van Mulligen
Journal of Biomedical Informatics,Jan A. Kors
BMC Bioinformatics,Paolo Mereghetti
BMC Bioinformatics,Maria Luisa Margherita Ganadu
BMC Bioinformatics,Elena Papaleo
BMC Bioinformatics,Piercarlo Fantucci
BMC Bioinformatics,Luca De Gioia
workshop on information security applications,Camille Vuillaume
workshop on information security applications,Katsuyuki Okeya
workshop on information security applications,Erik Dahmen
workshop on information security applications,Johannes A. Buchmann
International Journal of Applied Geospatial Research,Stephen S. Young
Journal of Electronic Commerce Research,Dongmin Kim
Journal of Electronic Commerce Research,Izak Benbasat
international conference on vlsi design,Saurabh Kotiyal
international conference on vlsi design,Himanshu Thapliyal
international conference on vlsi design,Nagarajan Ranganathan
computational intelligence and security,Jin Li
computational intelligence and security,Xiaofeng Chen
computational intelligence and security,Fangguo Zhang
computational intelligence and security,Yanming Wang
Computing in Science and Engineering,Dianne P. O'Leary
International Journal of Virtual Communities and Social Networking,Enrique Murillo
Applied Mathematics and Computation,Liu Qiang
Applied Mathematics and Computation,Zhang Weiguo
national conference on artificial intelligence,L. Y. Shih
international geoscience and remote sensing symposium,Jussi Baade
international geoscience and remote sensing symposium,Christiane Schmullius
Bioinformatics,Jacek Blazewicz
Bioinformatics,Piotr Formanowicz
Bioinformatics,Marta Kasprzak
Bioinformatics,M. Jaroszewski
Bioinformatics,Wojciech T. Markiewicz
international conference on image processing,Luis F. R. Lucas
international conference on image processing,Nuno Rodrigues
international conference on image processing,Carla L. Pagliari
international conference on image processing,E.A.B. da Silva
international conference on image processing,S.M.M. de Faria
international conference on acoustics, speech, and signal processing,Do-Hyun Ahn
international conference on acoustics, speech, and signal processing,Chang Su Kim
international conference on acoustics, speech, and signal processing,Sang Uk Lee
international colloquium on grammatical inference,M. Jayasrirani
international colloquium on grammatical inference,M. Humrosia Begam
international colloquium on grammatical inference,D. Gnanaraj Thomas
IEEE Transactions on Learning Technologies,Mohamed Amine Chatti
IEEE Transactions on Learning Technologies,Ulrik Schroeder
IEEE Transactions on Learning Technologies,Matthias Jarke
Neural Processing Letters,Mehmet Ölmez
Neural Processing Letters,Cüneyt Güzeliş
Lecture Notes in Computer Science,Duncan Coutts
Lecture Notes in Computer Science,Don Stewart
Lecture Notes in Computer Science,Roman Leshchinskiy
Neural Computing and Applications,Che-Chang Hsu
Neural Computing and Applications,Kuo-Shong Wang
Neural Computing and Applications,Hung-Yuan Chung
Neural Computing and Applications,Shih-Hsing Chang
international conference on distributed computing systems,Sameh Gobriel
international conference on distributed computing systems,Daniel Mossé
international conference on distributed computing systems,Robert Cleric
international conference of the ieee engineering in medicine and biology society,Fikret E. Kapucu
international conference of the ieee engineering in medicine and biology society,Jarno E. Mikkonen
international conference of the ieee engineering in medicine and biology society,Jarno M. A. Tanskanen
international conference of the ieee engineering in medicine and biology society,Jari Hyttinen
international conference on machine learning and applications,Andres Folleco
international conference on machine learning and applications,Taghi M. Khoshgoftaar
international conference on machine learning and applications,Amri Napolitano
advanced information networking and applications,Yusuke Mizuno
advanced information networking and applications,Shohei Kato
advanced information networking and applications,Atsuko Mutoh
